,instrument,datetime,open,high,low,close,volume
0,Y9999,2021-11-01,17021.77,17119.43,17021.77,17068.24,7074664000
1,Y9999,2021-11-02,17094.42,17237.09,17026.63,17065.97,8341539000
2,Y9999,2021-11-03,17087.89,17153.76,17080.51,17122.16,7026797000
3,Y9999,2021-11-04,17158.28,17219.65,17061.46,17078.86,6938569000
4,Y9999,2021-11-05,17097.16,17296.9,17097.16,17296.9,7436689000
5,Y9999,2021-11-08,17323.39,17415.3,17279.46,17415.3,8442817000
6,Y9999,2021-11-09,17433.1,17581.52,17433.1,17541.36,8519578000
7,Y9999,2021-11-10,17549.09,17575.44,17489.87,17559.65,8499487000
8,Y9999,2021-11-11,17527.18,17527.18,17403.48,17452.52,9014096000
9,Y9999,2021-11-12,17479.55,17602.05,17479.55,17518.13,8143908000
10,Y9999,2021-11-15,17560.52,17683.19,17560.52,17634.47,8179591000
11,Y9999,2021-11-16,17639.96,17708.1,17629.8,17693.13,8855573000
12,Y9999,2021-11-17,17705.29,17764.04,17669.58,17764.04,9046216000
13,Y9999,2021-11-18,17767.06,17841.37,17748.21,17841.37,9921581000
14,Y9999,2021-11-19,17864.19,17986.18,17786.05,17818.31,9158530000
15,Y9999,2021-11-22,17828.53,17857.73,17790.64,17803.54,7432543000
16,Y9999,2021-11-23,17797.9,17797.9,17650.07,17666.12,7497815000
17,Y9999,2021-11-24,17680.16,17722.89,17588.78,17642.52,7355021000
18,Y9999,2021-11-25,17686.12,17724.5,17609.51,17654.19,7075203000
19,Y9999,2021-11-26,17641.79,17641.79,17330.44,17369.39,8639089000
20,Y9999,2021-11-29,17320.01,17415.63,17167.24,17328.09,7721871000
21,Y9999,2021-11-30,17369.79,17535.23,17369.79,17427.76,9057571000
22,Y9999,2021-12-01,17428.61,17626.21,17374.59,17585.99,7020888000
23,Y9999,2021-12-02,17575.91,17741.55,17559.44,17724.88,8097881000
24,Y9999,2021-12-03,17720.93,17781.14,17670.32,17697.14,7026605000
25,Y9999,2021-12-06,17650.67,17763.42,17585.95,17688.21,6532709000
26,Y9999,2021-12-07,17734.19,17796.92,17642.32,17796.92,8315524000
27,Y9999,2021-12-08,17845.06,17988.88,17832.42,17832.42,8204584000
28,Y9999,2021-12-09,17880.41,17925.12,17807.12,17914.12,7970542000
29,Y9999,2021-12-10,17893.29,17893.29,17767.8,17826.26,6928227000
30,Y9999,2021-12-13,17841.03,17919.35,17767.6,17767.6,7383940000
31,Y9999,2021-12-14,17754.38,17754.38,17566.99,17599.37,7685082000
32,Y9999,2021-12-15,17592.87,17678.78,17556.87,17660.1,5816281000
33,Y9999,2021-12-16,17719.06,17814.32,17719.06,17785.74,7088215000
34,Y9999,2021-12-17,17744.54,17822.74,17718.27,17812.59,7822461000
35,Y9999,2021-12-20,17812.81,17812.81,17646.39,17669.11,6240711000
36,Y9999,2021-12-21,17686.84,17825.89,17652.32,17789.27,6142255000
37,Y9999,2021-12-22,17805.74,17870.16,17799.72,17826.83,6019281000
38,Y9999,2021-12-23,17855.78,17960.99,17855.78,17946.66,6360759000
39,Y9999,2021-12-24,17966.35,18039.85,17953.57,17961.64,6294056000
40,Y9999,2021-12-27,17975.41,18099.78,17975.41,18048.94,6063084000
41,Y9999,2021-12-28,18099.71,18197.36,18099.71,18196.81,6288478000
42,Y9999,2021-12-29,18209.14,18283.25,18192.86,18248.28,6188965000
43,Y9999,2021-12-30,18270.0,18291.25,18216.45,18218.84,6394953000
44,Y9999,2022-01-03,18260.23,18379.69,18238.47,18270.51,6970218000
45,Y9999,2022-01-04,18395.14,18526.35,18395.14,18526.35,7298131000
46,Y9999,2022-01-05,18598.13,18619.61,18446.52,18499.96,7366467000
47,Y9999,2022-01-06,18395.72,18427.15,18253.82,18367.92,6401573000
48,Y9999,2022-01-07,18388.16,18444.12,18134.41,18169.76,7595875000
49,Y9999,2022-01-10,18095.39,18243.26,18043.97,18239.38,5896254000
50,Y9999,2022-01-11,18266.54,18293.53,18135.43,18288.21,7356526000
51,Y9999,2022-01-12,18348.39,18394.7,18255.38,18375.4,6746853000
52,Y9999,2022-01-13,18356.21,18459.73,18346.81,18436.93,7130343000
53,Y9999,2022-01-14,18509.0,18509.0,18213.44,18403.33,7366761000
54,Y9999,2022-01-17,18512.15,18535.42,18435.02,18525.44,5767298000
55,Y9999,2022-01-18,18492.81,18575.41,18378.64,18378.64,6014247000
56,Y9999,2022-01-19,18275.18,18359.14,18199.35,18227.46,6124785000
57,Y9999,2022-01-20,18212.26,18292.14,18125.2,18218.28,5557986000
58,Y9999,2022-01-21,18113.94,18113.94,17851.39,17899.3,7191394000
59,Y9999,2022-01-24,17843.33,18004.45,17682.33,17989.04,6093291000
60,Y9999,2022-01-25,17890.71,17890.71,17645.66,17701.12,6109603000
61,Y9999,2022-01-26,17657.97,17776.42,17633.03,17674.4,4934894000
62,Y9999,2022-02-07,17750.7,17900.3,17712.35,17900.3,6291542000
63,Y9999,2022-02-08,17955.95,18063.55,17955.95,17966.56,6885105000
64,Y9999,2022-02-09,18060.33,18168.6,18039.23,18151.76,6861230000
65,Y9999,2022-02-10,18217.29,18338.05,18145.04,18338.05,6512226000
66,Y9999,2022-02-11,18258.81,18310.94,18191.75,18310.94,6177798000
67,Y9999,2022-02-14,18182.73,18182.73,17965.22,17997.67,6357847000
68,Y9999,2022-02-15,17978.44,18085.91,17942.68,17951.81,5884767000
69,Y9999,2022-02-16,18109.17,18233.79,18109.17,18231.47,6435603000
70,Y9999,2022-02-17,18213.3,18330.63,18190.24,18268.57,7855456000
71,Y9999,2022-02-18,18250.37,18262.96,18098.52,18232.35,7574375000
72,Y9999,2022-02-21,18196.4,18253.1,18129.65,18221.49,7499386000
73,Y9999,2022-02-22,18159.51,18159.51,17840.38,17969.29,8553650000
74,Y9999,2022-02-23,17954.75,18109.28,17954.75,18055.73,6080359000
75,Y9999,2022-02-24,17939.53,17939.53,17561.07,17594.55,10101872000
76,Y9999,2022-02-25,17617.36,17737.32,17554.97,17652.18,8104034000
77,Y9999,2022-03-01,17657.5,17944.5,17657.5,17898.25,7643059000
78,Y9999,2022-03-02,17864.11,17918.98,17784.64,17867.6,6878544000
79,Y9999,2022-03-03,17932.15,18026.03,17906.24,17934.4,6753791000
80,Y9999,2022-03-04,17845.01,17845.01,17710.54,17736.52,7549139000
81,Y9999,2022-03-07,17581.57,17581.57,17135.68,17178.69,10072752000
82,Y9999,2022-03-08,17000.0,17113.67,16764.78,16825.25,9902592000
83,Y9999,2022-03-09,16944.08,17072.74,16944.08,17015.36,6970530000
84,Y9999,2022-03-10,17224.73,17478.43,17224.73,17433.2,8032678000
85,Y9999,2022-03-11,17373.82,17373.9,17239.9,17264.74,5959633000
86,Y9999,2022-03-14,17287.9,17363.04,17217.58,17263.04,6380283000
87,Y9999,2022-03-15,17177.27,17177.27,16911.95,16926.06,7725450000
88,Y9999,2022-03-16,17007.58,17085.77,16808.43,16940.83,8125398000
89,Y9999,2022-03-17,17172.81,17472.95,17172.81,17448.22,9772206000
90,Y9999,2022-03-18,17439.91,17472.38,17359.5,17456.52,7994590000
91,Y9999,2022-03-21,17503.95,17603.99,17503.95,17560.36,6555265000
92,Y9999,2022-03-22,17512.41,17573.29,17468.55,17559.71,5875045000
93,Y9999,2022-03-23,17581.62,17738.69,17581.62,17731.37,6846491000
94,Y9999,2022-03-24,17711.17,17711.17,17603.22,17699.06,6502369000
95,Y9999,2022-03-25,17695.8,17747.13,17633.86,17676.95,6656846000
96,Y9999,2022-03-28,17510.15,17527.15,17368.66,17520.01,5889262000
97,Y9999,2022-03-29,17568.32,17585.91,17493.01,17548.66,6005532000
98,Y9999,2022-03-30,17572.9,17770.07,17572.9,17740.56,6770950000
99,Y9999,2022-03-31,17754.1,17767.81,17682.53,17693.47,5658103000
100,Y9999,2022-04-01,17657.76,17657.76,17465.61,17625.59,5719024000
101,Y9999,2022-04-06,17484.19,17528.99,17381.07,17522.5,6830996000
102,Y9999,2022-04-07,17430.13,17438.6,17178.63,17178.63,8062131000
103,Y9999,2022-04-08,17210.4,17316.69,17210.4,17284.54,6150051000
104,Y9999,2022-04-11,17273.05,17316.35,17046.67,17048.37,7826059000
105,Y9999,2022-04-12,17005.84,17100.85,16905.13,16990.91,6923672000
106,Y9999,2022-04-13,17080.4,17333.21,17080.4,17301.65,7050860000
107,Y9999,2022-04-14,17353.25,17374.14,17245.65,17245.65,6990328000
108,Y9999,2022-04-15,17139.34,17141.33,17004.18,17004.18,6948398000
109,Y9999,2022-04-18,16958.66,16999.36,16845.51,16898.87,6433458000
110,Y9999,2022-04-19,16926.34,17106.26,16926.34,16993.4,5818953000
111,Y9999,2022-04-20,17057.13,17148.88,16983.55,17148.88,7477482000
112,Y9999,2022-04-21,17159.88,17213.66,17106.37,17127.95,6527037000
113,Y9999,2022-04-22,17088.76,17088.76,16923.87,17025.09,7020338000
114,Y9999,2022-04-25,16912.3,16912.3,16579.89,16620.9,7818513000
115,Y9999,2022-04-26,16677.84,16729.47,16582.11,16644.79,6546679000
116,Y9999,2022-04-27,16427.32,16427.32,16219.41,16303.35,7557844000
117,Y9999,2022-04-28,16350.72,16455.57,16256.88,16419.38,6326127000
118,Y9999,2022-04-29,16599.84,16663.66,16521.94,16592.18,6283737000
119,Y9999,2022-05-03,16593.21,16604.87,16465.99,16498.9,4688894000
120,Y9999,2022-05-04,16531.37,16617.06,16514.3,16565.83,4754572000
121,Y9999,2022-05-05,16689.98,16783.78,16650.81,16696.12,6028615000
122,Y9999,2022-05-06,16491.11,16491.11,16312.17,16408.2,6214594000
123,Y9999,2022-05-09,16345.84,16345.84,16048.92,16048.92,6626190000
124,Y9999,2022-05-10,15891.4,16071.5,15734.44,16061.7,6855098000
125,Y9999,2022-05-11,16053.75,16081.15,15953.27,16006.25,5626434000
126,Y9999,2022-05-12,15943.62,15943.62,15616.68,15616.68,7290113000
127,Y9999,2022-05-13,15687.15,15860.69,15687.15,15832.54,5956940000
128,Y9999,2022-05-16,15943.69,16032.85,15847.46,15901.04,6376545000
129,Y9999,2022-05-17,15915.93,16085.85,15915.93,16056.09,5579744000
130,Y9999,2022-05-18,16174.78,16316.58,16172.8,16296.86,6379939000
131,Y9999,2022-05-19,16111.49,16111.49,15892.73,16020.32,6370148000
132,Y9999,2022-05-20,16061.92,16181.66,16058.2,16144.85,5309171000
133,Y9999,2022-05-23,16193.92,16249.45,16125.45,16156.41,5618693000
134,Y9999,2022-05-24,16166.57,16219.8,15963.63,15963.63,5299794000
135,Y9999,2022-05-25,15987.74,16169.18,15980.9,16104.03,5451206000
136,Y9999,2022-05-26,16128.21,16179.01,15949.61,15968.83,5589281000
137,Y9999,2022-05-27,16075.91,16266.22,16075.91,16266.22,5481897000
138,Y9999,2022-05-30,16368.93,16610.62,16368.93,16610.62,6285048000
139,Y9999,2022-05-31,16561.68,16807.77,16493.07,16807.77,8275230000
140,Y9999,2022-06-01,16718.91,16811.04,16649.91,16675.09,5693916000
141,Y9999,2022-06-02,16605.46,16617.26,16540.55,16552.57,4836099000
142,Y9999,2022-06-06,16570.89,16654.12,16509.01,16605.96,5418061000
143,Y9999,2022-06-07,16593.75,16593.75,16465.87,16512.88,4732466000
144,Y9999,2022-06-08,16538.67,16702.99,16538.67,16670.51,4815479000
145,Y9999,2022-06-09,16643.95,16643.95,16557.54,16621.34,4489281000
146,Y9999,2022-06-10,16581.81,16581.81,16403.33,16460.12,4562608000
147,Y9999,2022-06-13,16295.07,16295.07,16055.89,16070.98,5886905000
148,Y9999,2022-06-14,15975.17,16067.8,15869.06,16047.37,5921513000
149,Y9999,2022-06-15,16025.84,16106.75,15981.56,15999.25,5516815000
150,Y9999,2022-06-16,16098.29,16209.25,15838.29,15838.61,6526682000
151,Y9999,2022-06-17,15794.16,15794.16,15573.38,15641.26,7818365000
152,Y9999,2022-06-20,15649.2,15667.68,15367.58,15367.58,7296097000
153,Y9999,2022-06-21,15427.33,15728.64,15427.33,15728.64,6317170000
154,Y9999,2022-06-22,15687.46,15687.46,15346.95,15347.75,7189114000
155,Y9999,2022-06-23,15305.51,15380.28,15102.4,15176.44,7126291000
156,Y9999,2022-06-24,15232.34,15424.37,15232.34,15303.32,5948003000
157,Y9999,2022-06-27,15409.08,15656.35,15409.08,15548.01,6404496000
158,Y9999,2022-06-28,15519.56,15533.34,15375.65,15439.92,5846311000
159,Y9999,2022-06-29,15365.54,15365.54,15218.07,15240.13,5872889000
160,Y9999,2022-06-30,15146.92,15147.77,14825.73,14825.73,6898867000
161,Y9999,2022-07-01,14812.13,14812.13,14336.03,14343.08,7861837000
162,Y9999,2022-07-04,14237.83,14412.47,14167.1,14217.06,6167448000
163,Y9999,2022-07-05,14345.54,14488.8,14100.89,14349.2,6676755000
164,Y9999,2022-07-06,14289.67,14319.32,13985.51,13985.51,6793881000
165,Y9999,2022-07-07,14052.18,14355.15,13951.81,14336.27,6800402000
166,Y9999,2022-07-08,14462.5,14552.42,14373.84,14464.53,6789256000
167,Y9999,2022-07-11,14478.31,14525.03,14313.94,14340.53,4871146000
168,Y9999,2022-07-12,14235.63,14235.63,13928.66,13950.62,5639956000
169,Y9999,2022-07-13,14194.94,14403.51,14194.94,14324.68,6240209000
170,Y9999,2022-07-14,14252.02,14450.47,14159.39,14438.52,5721487000
171,Y9999,2022-07-15,14483.96,14579.73,14378.33,14550.62,6094100000
172,Y9999,2022-07-18,14589.1,14719.64,14589.1,14719.64,5970251000
173,Y9999,2022-07-19,14638.45,14720.13,14598.99,14694.08,5373185000
174,Y9999,2022-07-20,14810.4,14906.95,14694.2,14733.22,6463082000
175,Y9999,2022-07-21,14744.17,14937.7,14716.02,14937.7,6132744000
176,Y9999,2022-07-22,14953.27,14996.24,14902.32,14949.36,6457471000
177,Y9999,2022-07-25,14902.25,14968.23,14851.37,14936.33,4852828000
178,Y9999,2022-07-26,14912.41,14912.41,14750.71,14806.78,4795254000
179,Y9999,2022-07-27,14791.71,14921.59,14717.02,14921.59,4778872000
180,Y9999,2022-07-28,14978.95,15031.99,14849.94,14891.9,5458751000
181,Y9999,2022-07-29,14950.18,15035.27,14929.49,15000.07,5863987000
182,Y9999,2022-08-01,14982.27,14994.36,14886.81,14981.69,5028214000
183,Y9999,2022-08-02,14860.94,14860.94,14663.46,14747.23,6048011000
184,Y9999,2022-08-03,14757.51,14777.02,14673.35,14777.02,4784239000
185,Y9999,2022-08-04,14741.47,14766.57,14545.69,14702.2,5235083000
186,Y9999,2022-08-05,14802.34,15041.41,14802.34,15036.04,5642144000
187,Y9999,2022-08-08,14972.21,15034.87,14908.17,15020.41,4871162000
188,Y9999,2022-08-09,14965.12,15077.63,14905.23,15050.28,5285905000
189,Y9999,2022-08-10,14940.76,14982.33,14890.55,14939.02,6351580000
190,Y9999,2022-08-11,15087.59,15204.79,15087.59,15197.85,6327836000
191,Y9999,2022-08-12,15203.91,15298.42,15198.93,15288.97,5798097000
192,Y9999,2022-08-15,15332.92,15437.23,15315.12,15417.35,6430023000
193,Y9999,2022-08-16,15435.04,15451.83,15392.49,15420.57,5723526000
194,Y9999,2022-08-17,15423.44,15475.89,15390.84,15465.45,5511618000
195,Y9999,2022-08-18,15384.73,15396.76,15311.22,15396.76,5017166000
196,Y9999,2022-08-19,15394.36,15458.45,15346.26,15408.78,5696021000
197,Y9999,2022-08-22,15375.2,15375.2,15229.36,15245.14,5300680000
198,Y9999,2022-08-23,15225.17,15225.17,15086.43,15095.89,4788776000
199,Y9999,2022-08-24,15112.15,15183.96,15053.52,15069.19,4848535000
200,Y9999,2022-08-25,15105.31,15244.06,15105.31,15200.04,4748331000
201,Y9999,2022-08-26,15221.5,15337.25,15221.5,15278.44,5721284000
202,Y9999,2022-08-29,15197.19,15197.19,14843.72,14926.19,6001146000
203,Y9999,2022-08-30,14919.67,15027.5,14911.97,14953.63,5062809000
204,Y9999,2022-08-31,14912.12,15095.44,14874.33,15095.44,5715463000
205,Y9999,2022-09-01,14981.0,14981.0,14773.19,14801.86,6173370000
206,Y9999,2022-09-02,14790.28,14817.4,14673.04,14673.04,5789890000
207,Y9999,2022-09-05,14670.18,14753.03,14632.79,14661.1,5148462000
208,Y9999,2022-09-06,14705.16,14789.31,14623.22,14677.2,4786016000
209,Y9999,2022-09-07,14557.86,14557.86,14397.12,14410.05,5021621000
210,Y9999,2022-09-08,14447.09,14583.42,14447.09,14583.42,4792925000
211,Y9999,2022-09-12,14711.34,14856.23,14711.34,14807.43,5273607000
212,Y9999,2022-09-13,14895.87,14949.56,14856.98,14894.41,4948246000
213,Y9999,2022-09-14,14695.19,14699.78,14522.7,14658.31,5005873000
214,Y9999,2022-09-15,14647.0,14750.28,14624.55,14670.04,4904217000
215,Y9999,2022-09-16,14602.16,14602.16,14521.65,14561.76,6004067000
216,Y9999,2022-09-19,14567.27,14585.06,14424.33,14425.68,4312823000
217,Y9999,2022-09-20,14474.95,14558.72,14461.39,14549.3,4376946000
218,Y9999,2022-09-21,14517.34,14525.46,14384.11,14424.52,4943645000
219,Y9999,2022-09-22,14325.67,14325.67,14151.8,14284.63,6073060000
220,Y9999,2022-09-23,14231.03,14277.53,14109.71,14118.38,5352098000
221,Y9999,2022-09-26,13993.42,13993.42,13743.19,13778.19,6582152000
222,Y9999,2022-09-27,13812.99,13862.84,13732.32,13826.59,5433018000
223,Y9999,2022-09-28,13816.7,13854.09,13466.07,13466.07,6897646000
224,Y9999,2022-09-29,13550.7,13651.29,13462.57,13534.26,5747964000
225,Y9999,2022-09-30,13409.65,13466.82,13274.72,13424.58,5966653000
226,Y9999,2022-10-03,13359.26,13440.23,13273.48,13300.48,4987388000
227,Y9999,2022-10-04,13447.36,13586.96,13447.36,13576.52,5413002000
228,Y9999,2022-10-05,13727.3,13902.02,13727.3,13801.43,6462759000
229,Y9999,2022-10-06,13865.45,13899.23,13814.33,13892.05,4677393000
230,Y9999,2022-10-07,13847.52,13847.52,13684.21,13702.28,4357709000
231,Y9999,2022-10-11,13394.12,13394.12,13106.03,13106.03,6460863000
232,Y9999,2022-10-12,13076.91,13130.73,12991.59,13081.24,5210228000
233,Y9999,2022-10-13,13108.4,13111.39,12809.43,12810.73,6478076000
234,Y9999,2022-10-14,13023.71,13221.87,13023.71,13128.12,6287512000
235,Y9999,2022-10-17,12988.83,12988.83,12814.82,12966.05,6425009000
236,Y9999,2022-10-18,13075.05,13143.15,12978.13,13124.68,5468726000
237,Y9999,2022-10-19,13096.35,13155.62,12976.76,12976.76,5000186000
238,Y9999,2022-10-20,12912.93,12946.1,12698.91,12946.1,6796733000
239,Y9999,2022-10-21,12931.2,12954.02,12813.6,12819.2,4618735000
240,Y9999,2022-10-24,12913.58,13027.84,12856.77,12856.98,5107731000
241,Y9999,2022-10-25,12830.29,12843.31,12629.48,12666.12,5248243000
242,Y9999,2022-10-26,12666.42,12791.97,12635.52,12729.05,4591945000
243,Y9999,2022-10-27,12807.69,12954.32,12807.69,12926.37,5119538000
244,Y9999,2022-10-28,12874.83,12891.38,12723.98,12788.42,4697989000
245,Y9999,2022-10-31,12862.37,12977.61,12826.34,12949.75,4529501000
246,Y9999,2022-11-01,12933.12,13062.9,12907.61,13037.21,4329893000
247,Y9999,2022-11-02,13033.15,13100.17,13014.04,13100.17,4381658000
248,Y9999,2022-11-03,12985.55,12991.37,12905.35,12986.6,4684705000
249,Y9999,2022-11-04,12941.78,13029.94,12868.25,13026.71,5249914000
